run_id,command_line,spec_mode,spec_id,selection_mode,bin_label,maze_id,maze_seed,candidate_index,maze_dim,latent_dim,latent_gap,side,barriers,gaps_per_barrier,effective_train_evals,n_runs_eval,shortest_path,detour_ratio,open_fraction,paired_norm_adv_pct_mean,paired_raw_adv_mean,maze_quantum_win,quantum_mean_dist,classical_mean_dist,planner_mean_dist,paired_quantum_win_rate,paired_n_trials
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=206,206,4,3,6,3,9,6,2,138,20,26,1.0833333333333333,0.6227709190672154,3.076923076923077,0.8,1,14.1,14.9,0.0,0.4,20
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=209,209,7,3,6,3,9,6,2,138,20,24,1.0,0.6255144032921811,-8.881784197001252e-16,0.0,0,20.0,20.0,0.0,0.25,20
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=211,211,9,3,6,3,9,6,2,138,20,24,1.0,0.5486968449931413,21.666666666666668,5.2,1,18.0,23.2,0.0,0.8,20
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=212,212,10,3,6,3,9,6,2,138,20,24,1.0,0.710562414266118,23.333333333333336,5.6,1,20.0,25.6,0.0,1.0,20
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=215,215,13,3,6,3,9,6,2,138,20,24,1.0,0.6255144032921811,-7.916666666666667,-1.9,0,20.4,18.5,0.0,0.15,20
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=216,216,14,3,6,3,9,6,2,138,20,24,1.0,0.6241426611796983,-0.4166666666666667,-0.1,0,20.1,20.0,0.0,0.0,20
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=218,218,16,3,6,3,9,6,2,138,20,24,1.0,0.7091906721536352,10.833333333333332,2.6,1,10.0,12.6,0.0,0.7,20
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=220,220,18,3,6,3,9,6,2,138,20,24,1.0,0.710562414266118,0.0,0.0,0,10.0,10.0,0.0,0.0,20
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=221,221,19,3,6,3,9,6,2,138,20,24,1.0,0.6241426611796983,0.0,0.0,0,23.6,23.6,0.0,0.05,20
scaling-gap3-3d6d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 3 --latent-dims 6 --side-override 9 --barriers-override 6 --gaps-override 2 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/3d6d.csv --run-id scaling-gap3-3d6d","latent-dims=[6] | side=9, barriers=6, gaps=2",3D/6D|side=9|barriers=6|gaps=2,difficulty-bins,easy,3D/6D|side=9|barriers=6|gaps=2|seed=233,233,31,3,6,3,9,6,2,138,20,24,1.0,0.7091906721536352,-8.881784197001253e-17,0.0,0,18.8,18.8,0.0,0.2,20
