run_id,command_line,spec_mode,spec_id,selection_mode,bin_label,maze_id,maze_seed,candidate_index,maze_dim,latent_dim,latent_gap,side,barriers,gaps_per_barrier,effective_train_evals,n_runs_eval,shortest_path,detour_ratio,open_fraction,paired_norm_adv_pct_mean,paired_raw_adv_mean,maze_quantum_win,quantum_mean_dist,classical_mean_dist,planner_mean_dist,paired_quantum_win_rate,paired_n_trials
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=304,304,1,4,7,3,6,5,8,210,20,20,1.0,0.5007716049382716,-29.0,-5.8,0,13.8,8.0,0.0,0.0,20
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=306,306,3,4,7,3,6,5,8,210,20,22,1.1,0.503858024691358,-4.090909090909091,-0.9,0,14.9,14.0,0.0,0.0,20
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=307,307,4,4,7,3,6,5,8,210,20,20,1.0,0.40895061728395066,-14.5,-2.9,0,14.9,12.0,0.0,0.0,20
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=310,310,7,4,7,3,6,5,8,210,20,22,1.1,0.5015432098765432,12.72727272727273,2.8,1,19.0,21.8,0.0,0.75,20
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=311,311,8,4,7,3,6,5,8,210,20,20,1.0,0.5015432098765432,0.0,0.0,0,12.0,12.0,0.0,0.0,20
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=312,312,9,4,7,3,6,5,8,210,20,22,1.1,0.503858024691358,5.0,1.1,1,17.3,18.4,0.0,0.8,20
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=314,314,11,4,7,3,6,5,8,210,20,20,1.0,0.5030864197530864,14.0,2.8,1,14.4,17.2,0.0,0.9,20
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=315,315,12,4,7,3,6,5,8,210,20,20,1.0,0.49922839506172845,39.0,7.8,1,12.0,19.8,0.0,1.0,20
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=322,322,19,4,7,3,6,5,8,210,20,22,1.1,0.5,8.181818181818183,1.8,1,18.4,20.2,0.0,0.65,20
scaling-gap3-4d7d,"enaqt_simulation/maze_scaling_sweep.py --maze-dims 4 --latent-dims 7 --side-override 6 --barriers-override 5 --gaps-override 8 --difficulty-bins easy=1.00:1.125,medium=1.125:1.375,hard=1.375:inf --mazes-per-bin 10 --bin-max-candidates 240 --train-evals 160 --n-seeds-ga 2 --n-runs 20 --de-workers 2 --per-maze-csv-out enaqt_simulation/results/2026-03-15-survival-scaling-gap3/4d7d.csv --run-id scaling-gap3-4d7d","latent-dims=[7] | side=6, barriers=5, gaps=8",4D/7D|side=6|barriers=5|gaps=8,difficulty-bins,easy,4D/7D|side=6|barriers=5|gaps=8|seed=329,329,26,4,7,3,6,5,8,210,20,22,1.1,0.4112654320987654,17.72727272727273,3.9,1,10.5,14.4,0.0,0.95,20
